state_name,district_name,nss_region,nss_region_code,NSSO,nsso_district_name,state_nsso_region
Punjab,Patiala,Southern,32,TRUE,Patiala,Punjab - Southern
Punjab,Rupnagar,Northern,31,TRUE,Rupnagar,Punjab - Northern
Punjab,Sahibzadaajitsinghnagar,Northern,31,TRUE,Sahibzada Ajit Singh Nagar,Punjab - Northern
Punjab,Sangrur,Southern,32,TRUE,Sangrur,Punjab - Southern
Punjab,Shahidbhagatsinghnagar,Northern,31,TRUE,Shahid Bhagat Singh Nagar,Punjab - Northern
Punjab,Tarntaran,Northern,31,TRUE,Tarn Taran,Punjab - Northern
Rajasthan,Ajmer,North Eastern,82,TRUE,Ajmer,Rajasthan - North Eastern
Rajasthan,Alwar,North Eastern,82,TRUE,Alwar,Rajasthan - North Eastern
Rajasthan,Banswara,Southern,83,TRUE,Banswara,Rajasthan - Southern
Rajasthan,Baran,South Eastern,84,TRUE,Baran,Rajasthan - South Eastern
Rajasthan,Barmer,Western,81,TRUE,Barmer,Rajasthan - Western
Rajasthan,Bharatpur,North Eastern,82,TRUE,Bharatpur,Rajasthan - North Eastern
Rajasthan,Bhilwara,North Eastern,82,TRUE,Bhilwara,Rajasthan - North Eastern
Rajasthan,Bikaner,Western,81,TRUE,Bikaner,Rajasthan - Western
Rajasthan,Bundi,South Eastern,84,TRUE,Bundi,Rajasthan - South Eastern
Rajasthan,Chittaurgarh,South Eastern,84,TRUE,Chittaurgarh,Rajasthan - South Eastern
Rajasthan,Churu,Northern,85,TRUE,Churu,Rajasthan - Northern
Rajasthan,Dausa,North Eastern,82,TRUE,Dausa,Rajasthan - North Eastern
Rajasthan,Dhaulpur,North Eastern,82,TRUE,Dhaulpur,Rajasthan - North Eastern
Rajasthan,Dungarpur,Southern,83,TRUE,Dungarpur,Rajasthan - Southern
Rajasthan,Hanumangarh,Northern,85,TRUE,Hanumangarh,Rajasthan - Northern
Rajasthan,Jaipur,North Eastern,82,TRUE,Jaipur,Rajasthan - North Eastern
Rajasthan,Jaisalmer,Western,81,TRUE,Jaisalmer,Rajasthan - Western
Rajasthan,Jalor,Western,81,TRUE,Jalor,Rajasthan - Western
Rajasthan,Jhalawar,South Eastern,84,TRUE,Jhalawar,Rajasthan - South Eastern
Rajasthan,Jhunjhunun,Northern,85,TRUE,Jhunjhunun,Rajasthan - Northern
Rajasthan,Jodhpur,Western,81,TRUE,Jodhpur,Rajasthan - Western
Rajasthan,Karauli,North Eastern,82,TRUE,Karauli,Rajasthan - North Eastern
Rajasthan,Kota,South Eastern,84,TRUE,Kota,Rajasthan - South Eastern
Rajasthan,Nagaur,Northern,85,TRUE,Nagaur,Rajasthan - Northern
Rajasthan,Pali,Western,81,TRUE,Pali,Rajasthan - Western
Rajasthan,Pratapgarh,South Eastern,84,TRUE,Pratapgarh,Rajasthan - South Eastern
Rajasthan,Rajsamand,Southern,83,TRUE,Rajsamand,Rajasthan - Southern
Rajasthan,Sawaimadhopur,North Eastern,82,TRUE,Sawai Madhopur,Rajasthan - North Eastern
Rajasthan,Sikar,Northern,85,TRUE,Sikar,Rajasthan - Northern
Rajasthan,Sirohi,Western,81,TRUE,Sirohi,Rajasthan - Western
Rajasthan,Sriganganagar,Northern,85,TRUE,Sri Ganganagar,Rajasthan - Northern
Rajasthan,Tonk,North Eastern,82,TRUE,Tonk,Rajasthan - North Eastern
Rajasthan,Udaipur,Southern,83,TRUE,Udaipur,Rajasthan - Southern
Sikkim,Eastdistrict,Sikkim,111,TRUE,East District,Sikkim - Sikkim
Sikkim,Northdistrict,Sikkim,111,TRUE,North District,Sikkim - Sikkim
Sikkim,Southdistrict,Sikkim,111,TRUE,South District,Sikkim - Sikkim
Sikkim,Westdistrict,Sikkim,111,TRUE,West District,Sikkim - Sikkim
Tamil Nadu,Ariyalur,Coastal,332,TRUE,Ariyalur,Tamil Nadu - Coastal
Tamil Nadu,Chennai,Coastal Northern,331,TRUE,Chennai,Tamil Nadu - Coastal Northern
Tamil Nadu,Coimbatore,Inland,334,TRUE,Coimbatore,Tamil Nadu - Inland
Tamil Nadu,Cuddalore,Coastal Northern,331,TRUE,Cuddalore,Tamil Nadu - Coastal Northern
Tamil Nadu,Dharmapuri,Inland,334,TRUE,Dharmapuri,Tamil Nadu - Inland
Tamil Nadu,Dindigul,Southern,333,TRUE,Dindigul,Tamil Nadu - Southern
Tamil Nadu,Erode,Inland,334,TRUE,Erode,Tamil Nadu - Inland
Tamil Nadu,Kancheepuram,Coastal Northern,331,TRUE,Kancheepuram,Tamil Nadu - Coastal Northern
Tamil Nadu,Kanniyakumari,Southern,333,TRUE,Kanniyakumari,Tamil Nadu - Southern
Tamil Nadu,Karur,Coastal,332,TRUE,Karur,Tamil Nadu - Coastal
Tamil Nadu,Krishnagiri,Inland,334,TRUE,Krishnagiri,Tamil Nadu - Inland
Tamil Nadu,Madurai,Southern,333,TRUE,Madurai,Tamil Nadu - Southern
Tamil Nadu,Nagapattinam,Coastal,332,TRUE,Nagapattinam,Tamil Nadu - Coastal
Tamil Nadu,Namakkal,Inland,334,TRUE,Namakkal,Tamil Nadu - Inland
Tamil Nadu,Perambalur,Coastal,332,TRUE,Perambalur,Tamil Nadu - Coastal
Tamil Nadu,Pudukkottai,Coastal,332,TRUE,Pudukkottai,Tamil Nadu - Coastal
Tamil Nadu,Ramanathapuram,Southern,333,TRUE,Ramanathapuram,Tamil Nadu - Southern
Tamil Nadu,Salem,Inland,334,TRUE,Salem,Tamil Nadu - Inland
Tamil Nadu,Sivaganga,Southern,333,TRUE,Sivaganga,Tamil Nadu - Southern
Tamil Nadu,Thanjavur,Coastal,332,TRUE,Thanjavur,Tamil Nadu - Coastal
Tamil Nadu,Thenilgiris,Inland,334,TRUE,The Nilgiris,Tamil Nadu - Inland
Tamil Nadu,Theni,Southern,333,TRUE,Theni,Tamil Nadu - Southern
Tamil Nadu,Thiruvallur,Coastal Northern,331,TRUE,Thiruvallur,Tamil Nadu - Coastal Northern
Tamil Nadu,Thiruvarur,Coastal,332,TRUE,Thiruvarur,Tamil Nadu - Coastal
Tamil Nadu,Thoothukkudi,Southern,333,TRUE,Thoothukkudi,Tamil Nadu - Southern
Tamil Nadu,Tiruchirappalli,Coastal,332,TRUE,Tiruchirappalli,Tamil Nadu - Coastal
Tamil Nadu,Tirunelveli,Southern,333,TRUE,Tirunelveli,Tamil Nadu - Southern
Tamil Nadu,Tiruppur,Inland,334,TRUE,Tiruppur,Tamil Nadu - Inland
Tamil Nadu,Tiruvannamalai,Coastal Northern,331,TRUE,Tiruvannamalai,Tamil Nadu - Coastal Northern
Tamil Nadu,Vellore,Coastal Northern,331,TRUE,Vellore,Tamil Nadu - Coastal Northern
Tamil Nadu,Viluppuram,Coastal Northern,331,TRUE,Viluppuram,Tamil Nadu - Coastal Northern
Tamil Nadu,Virudhunagar,Southern,333,TRUE,Virudhunagar,Tamil Nadu - Southern
Telangana,Adilabad,Inland North Western,361,TRUE,Adilabad,Telangana - Inland North Western
Telangana,Bhadradri,Inland North Eastern,362,TRUE,Bhadradri,Telangana - Inland North Eastern
Telangana,Hyderabad,Inland North Western,361,TRUE,Hyderabad,Telangana - Inland North Western
Telangana,Jagtial,Inland North Eastern,362,TRUE,Jagtial,Telangana - Inland North Eastern
Telangana,Jangaon,Inland North Eastern,362,TRUE,Jangaon,Telangana - Inland North Eastern
Telangana,Jayashankar,Inland North Eastern,362,TRUE,Jayashankar,Telangana - Inland North Eastern
Telangana,Jogulamba,Inland North Western,361,TRUE,Jogulamba,Telangana - Inland North Western
Telangana,Kamareddy,Inland North Western,361,TRUE,Kamareddy,Telangana - Inland North Western
Telangana,Karimnagar,Inland North Eastern,362,TRUE,Karimnagar,Telangana - Inland North Eastern
Telangana,Khammam,Inland North Eastern,362,TRUE,Khammam,Telangana - Inland North Eastern
Telangana,Komarambheem,Inland North Western,361,TRUE,Komaram Bheem,Telangana - Inland North Western
Telangana,Mahabubabad,Inland North Eastern,362,TRUE,Mahabubabad,Telangana - Inland North Eastern
Telangana,Mahbubnagar,Inland North Western,361,TRUE,Mahbubnagar,Telangana - Inland North Western
Telangana,Mancherial,Inland North Western,361,TRUE,Mancherial,Telangana - Inland North Western
Telangana,Medak,Inland North Western,361,TRUE,Medak,Telangana - Inland North Western
Telangana,Medchalmalkajgiri,Inland North Western,361,TRUE,MedchalMalkajgiri,Telangana - Inland North Western
Telangana,Nagarkurnool,Inland North Western,361,TRUE,Nagarkurnool,Telangana - Inland North Western
Telangana,Nalgonda,Inland North Eastern,362,TRUE,Nalgonda,Telangana - Inland North Eastern
Telangana,Nirmal,Inland North Western,361,TRUE,Nirmal,Telangana - Inland North Western
Telangana,Nizamabad,Inland North Western,361,TRUE,Nizamabad,Telangana - Inland North Western
Telangana,Peddapalli,Inland North Eastern,362,TRUE,Peddapalli,Telangana - Inland North Eastern
Telangana,Rajanna,Inland North Eastern,362,TRUE,Rajanna,Telangana - Inland North Eastern
Telangana,Rangareddy,Inland North Western,361,TRUE,Rangareddy,Telangana - Inland North Western
Telangana,Sangareddy,Inland North Western,361,TRUE,Sangareddy,Telangana - Inland North Western
Telangana,Siddipet,Inland North Western,361,TRUE,Siddipet,Telangana - Inland North Western
Telangana,Suryapet,Inland North Eastern,362,TRUE,Suryapet,Telangana - Inland North Eastern
Telangana,Vikarabad,Inland North Western,361,TRUE,Vikarabad,Telangana - Inland North Western
Telangana,Wanaparthy,Inland North Western,361,TRUE,Wanaparthy,Telangana - Inland North Western
Telangana,Warangalrural,Inland North Eastern,362,TRUE,Warangal Rural,Telangana - Inland North Eastern
Telangana,Warangalurban,Inland North Eastern,362,TRUE,Warangal Urban,Telangana - Inland North Eastern
Telangana,Yadadri,Inland North Eastern,362,TRUE,Yadadri,Telangana - Inland North Eastern
Tripura,Dhalai,Tripura,161,TRUE,Dhalai,Tripura - Tripura
Tripura,Northtripura,Tripura,161,TRUE,North Tripura,Tripura - Tripura
Tripura,Southtripura,Tripura,161,TRUE,South Tripura,Tripura - Tripura
Tripura,Westtripura,Tripura,161,TRUE,West Tripura,Tripura - Tripura
Uttar Pradesh,Agra,Southern Upper Ganga Plains,95,TRUE,Agra,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Aligarh,Southern Upper Ganga Plains,95,TRUE,Aligarh,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Allahabad,Eastern,93,TRUE,Allahabad,Uttar Pradesh - Eastern
Uttar Pradesh,Ambedkarnagar,Eastern,93,TRUE,Ambedkar Nagar,Uttar Pradesh - Eastern
Uttar Pradesh,Auraiya,Southern Upper Ganga Plains,95,TRUE,Auraiya,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Azamgarh,Eastern,93,TRUE,Azamgarh,Uttar Pradesh - Eastern
Uttar Pradesh,Baghpat,Central,92,TRUE,Baghpat,Uttar Pradesh - Central
Uttar Pradesh,Bahraich,Eastern,93,TRUE,Bahraich,Uttar Pradesh - Eastern
Uttar Pradesh,Ballia,Eastern,93,TRUE,Ballia,Uttar Pradesh - Eastern
Uttar Pradesh,Balrampur,Eastern,93,TRUE,Balrampur,Uttar Pradesh - Eastern
Uttar Pradesh,Banda,Southern,94,TRUE,Banda,Uttar Pradesh - Southern
Uttar Pradesh,Barabanki,Central,92,TRUE,Bara Banki,Uttar Pradesh - Central
Uttar Pradesh,Bareilly,Southern Upper Ganga Plains,95,TRUE,Bareilly,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Basti,Eastern,93,TRUE,Basti,Uttar Pradesh - Eastern
Uttar Pradesh,Bijnor,Northern Upper Ganga Plains,91,TRUE,Bijnor,Uttar Pradesh - Northern Upper Ganga Plains
Uttar Pradesh,Budaun,Southern Upper Ganga Plains,95,TRUE,Budaun,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Bulandshahr,Southern Upper Ganga Plains,95,TRUE,Bulandshahr,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Chandauli,Eastern,93,TRUE,Chandauli,Uttar Pradesh - Eastern
Uttar Pradesh,Chitrakoot,Southern,94,TRUE,Chitrakoot,Uttar Pradesh - Southern
Uttar Pradesh,Deoria,Eastern,93,TRUE,Deoria,Uttar Pradesh - Eastern
Uttar Pradesh,Etah,Southern Upper Ganga Plains,95,TRUE,Etah,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Etawah,Southern Upper Ganga Plains,95,TRUE,Etawah,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Faizabad,Eastern,93,TRUE,Faizabad,Uttar Pradesh - Eastern
Uttar Pradesh,Farrukhabad,Southern Upper Ganga Plains,95,TRUE,Farrukhabad,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Fatehpur,Central,92,TRUE,Fatehpur,Uttar Pradesh - Central
Uttar Pradesh,Firozabad,Southern Upper Ganga Plains,95,TRUE,Firozabad,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Gautambuddhanagar,Central,92,TRUE,Gautam Buddha Nagar,Uttar Pradesh - Central
Uttar Pradesh,Ghaziabad,Central,92,TRUE,Ghaziabad,Uttar Pradesh - Central
Uttar Pradesh,Ghazipur,Eastern,93,TRUE,Ghazipur,Uttar Pradesh - Eastern
Uttar Pradesh,Gonda,Eastern,93,TRUE,Gonda,Uttar Pradesh - Eastern
Uttar Pradesh,Gorakhpur,Eastern,93,TRUE,Gorakhpur,Uttar Pradesh - Eastern
Uttar Pradesh,Hamirpur,Southern,94,TRUE,Hamirpur,Uttar Pradesh - Southern
Uttar Pradesh,Hardoi,Central,92,TRUE,Hardoi,Uttar Pradesh - Central
Uttar Pradesh,Jalaun,Southern,94,TRUE,Jalaun,Uttar Pradesh - Southern
Uttar Pradesh,Jaunpur,Eastern,93,TRUE,Jaunpur,Uttar Pradesh - Eastern
Uttar Pradesh,Jhansi,Southern,94,TRUE,Jhansi,Uttar Pradesh - Southern
Uttar Pradesh,Jyotibaphulenagar,Central,92,TRUE,Jyotiba Phule Nagar,Uttar Pradesh - Central
Uttar Pradesh,Kannauj,Southern Upper Ganga Plains,95,TRUE,Kannauj,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Kanpurdehat,Central,92,TRUE,Kanpur Dehat,Uttar Pradesh - Central
Uttar Pradesh,Kanpurnagar,Central,92,TRUE,Kanpur Nagar,Uttar Pradesh - Central
Uttar Pradesh,Kanshiramnagar,Southern Upper Ganga Plains,95,TRUE,Kanshiram Nagar,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Kaushambi,Eastern,93,TRUE,Kaushambi,Uttar Pradesh - Eastern
Uttar Pradesh,Kheri,Southern Upper Ganga Plains,95,TRUE,Kheri,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Kushinagar,Eastern,93,TRUE,Kushinagar,Uttar Pradesh - Eastern
Uttar Pradesh,Lalitpur,Southern,94,TRUE,Lalitpur,Uttar Pradesh - Southern
Uttar Pradesh,Lucknow,Central,92,TRUE,Lucknow,Uttar Pradesh - Central
Uttar Pradesh,Mahamayanagar,Southern Upper Ganga Plains,95,TRUE,Mahamaya Nagar,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Maharajganj,Eastern,93,TRUE,Maharajganj,Uttar Pradesh - Eastern
Uttar Pradesh,Mahoba,Southern,94,TRUE,Mahoba,Uttar Pradesh - Southern
Uttar Pradesh,Mainpuri,Southern Upper Ganga Plains,95,TRUE,Mainpuri,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Mathura,Southern Upper Ganga Plains,95,TRUE,Mathura,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Mau,Eastern,93,TRUE,Mau,Uttar Pradesh - Eastern
Uttar Pradesh,Meerut,Central,92,TRUE,Meerut,Uttar Pradesh - Central
Uttar Pradesh,Mirzapur,Eastern,93,TRUE,Mirzapur,Uttar Pradesh - Eastern
Uttar Pradesh,Moradabad,Northern Upper Ganga Plains,91,TRUE,Moradabad,Uttar Pradesh - Northern Upper Ganga Plains
Uttar Pradesh,Muzaffarnagar,Northern Upper Ganga Plains,91,TRUE,Muzaffarnagar,Uttar Pradesh - Northern Upper Ganga Plains
Uttar Pradesh,Pilibhit,Southern Upper Ganga Plains,95,TRUE,Pilibhit,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Pratapgarh,Eastern,93,TRUE,Pratapgarh,Uttar Pradesh - Eastern
Uttar Pradesh,Raebareli,Central,92,TRUE,Rae Bareli,Uttar Pradesh - Central
Uttar Pradesh,Rampur,Northern Upper Ganga Plains,91,TRUE,Rampur,Uttar Pradesh - Northern Upper Ganga Plains
Uttar Pradesh,Saharanpur,Northern Upper Ganga Plains,91,TRUE,Saharanpur,Uttar Pradesh - Northern Upper Ganga Plains
Uttar Pradesh,Santkabirnagar,Eastern,93,TRUE,Sant Kabir Nagar,Uttar Pradesh - Eastern
Uttar Pradesh,Santravidasnagar(Bhadohi),Eastern,93,TRUE,Sant Ravidas Nagar(Bhadohi),Uttar Pradesh - Eastern
Uttar Pradesh,Shahjahanpur,Southern Upper Ganga Plains,95,TRUE,Shahjahanpur,Uttar Pradesh - Southern Upper Ganga Plains
Uttar Pradesh,Shrawasti,Eastern,93,TRUE,Shrawasti,Uttar Pradesh - Eastern
Uttar Pradesh,Siddharthnagar,Eastern,93,TRUE,Siddharthnagar,Uttar Pradesh - Eastern
Uttar Pradesh,Sitapur,Central,92,TRUE,Sitapur,Uttar Pradesh - Central
Uttar Pradesh,Sonbhadra,Eastern,93,TRUE,Sonbhadra,Uttar Pradesh - Eastern
Uttar Pradesh,Sultanpur,Eastern,93,TRUE,Sultanpur,Uttar Pradesh - Eastern
Uttar Pradesh,Unnao,Central,92,TRUE,Unnao,Uttar Pradesh - Central
Uttar Pradesh,Varanasi,Eastern,93,TRUE,Varanasi,Uttar Pradesh - Eastern
Uttarakhand,Almora,Uttarakhand,51,TRUE,Almora,Uttarakhand - Uttarakhand
Uttarakhand,Bageshwar,Uttarakhand,51,TRUE,Bageshwar,Uttarakhand - Uttarakhand
Uttarakhand,Chamoli,Uttarakhand,51,TRUE,Chamoli,Uttarakhand - Uttarakhand
Uttarakhand,Champawat,Uttarakhand,51,TRUE,Champawat,Uttarakhand - Uttarakhand
Uttarakhand,Dehradun,Uttarakhand,51,TRUE,Dehradun,Uttarakhand - Uttarakhand
Uttarakhand,Garhwal,Uttarakhand,51,TRUE,Garhwal,Uttarakhand - Uttarakhand
Uttarakhand,Hardwar,Uttarakhand,51,TRUE,Hardwar,Uttarakhand - Uttarakhand
Uttarakhand,Nainital,Uttarakhand,51,TRUE,Nainital,Uttarakhand - Uttarakhand
Uttarakhand,Pithoragarh,Uttarakhand,51,TRUE,Pithoragarh,Uttarakhand - Uttarakhand
Uttarakhand,Rudraprayag,Uttarakhand,51,TRUE,Rudraprayag,Uttarakhand - Uttarakhand
Uttarakhand,Tehrigarhwal,Uttarakhand,51,TRUE,Tehri Garhwal,Uttarakhand - Uttarakhand
Uttarakhand,Udhamsinghnagar,Uttarakhand,51,TRUE,Udham Singh Nagar,Uttarakhand - Uttarakhand
Uttarakhand,Uttarkashi,Uttarakhand,51,TRUE,Uttarkashi,Uttarakhand - Uttarakhand
West Bengal,Bankura,Western Plains,195,TRUE,Bankura,West Bengal - Western Plains
West Bengal,Barddhaman,Central Plains,194,TRUE,Barddhaman,West Bengal - Central Plains
West Bengal,Birbhum,Eastern Plains,192,TRUE,Birbhum,West Bengal - Eastern Plains
West Bengal,Dakshindinajpur,Eastern Plains,192,TRUE,Dakshin Dinajpur,West Bengal - Eastern Plains
West Bengal,Darjiling,Himalayan,191,TRUE,Darjiling,West Bengal - Himalayan
West Bengal,Haora,Central Plains,194,TRUE,Haora,West Bengal - Central Plains
West Bengal,Hugli,Central Plains,194,TRUE,Hugli,West Bengal - Central Plains
West Bengal,Jalpaiguri,Himalayan,191,TRUE,Jalpaiguri,West Bengal - Himalayan
West Bengal,Kochbihar,Himalayan,191,TRUE,Koch Bihar,West Bengal - Himalayan
West Bengal,Kolkata,Southern Plains,193,TRUE,Kolkata,West Bengal - Southern Plains
West Bengal,Maldah,Eastern Plains,192,TRUE,Maldah,West Bengal - Eastern Plains
West Bengal,Murshidabad,Eastern Plains,192,TRUE,Murshidabad,West Bengal - Eastern Plains
West Bengal,Nadia,Eastern Plains,192,TRUE,Nadia,West Bengal - Eastern Plains
West Bengal,Northtwentyfourparganas,Southern Plains,193,TRUE,North Twenty Four Parganas,West Bengal - Southern Plains
West Bengal,Paschimmedinipur,Western Plains,195,TRUE,Paschim Medinipur,West Bengal - Western Plains
West Bengal,Purbamedinipur,Western Plains,195,TRUE,Purba Medinipur,West Bengal - Western Plains
West Bengal,Puruliya,Western Plains,195,TRUE,Puruliya,West Bengal - Western Plains
West Bengal,Southtwentyfourparganas,Southern Plains,193,TRUE,South Twenty Four Parganas,West Bengal - Southern Plains
West Bengal,Uttardinajpur,Eastern Plains,192,TRUE,Uttar Dinajpur,West Bengal - Eastern Plains
